sentence_id,prediction,score,reasoning,Verdict
6126,1.0,100,,0.0
265,1.0,100,,0.0
2389,1.0,100,,0.0
6845,1.0,100,,0.0
15381,1.0,100,,0.0
2195,1.0,100,,0.0
3496,1.0,100,,0.0
7978,1.0,100,,0.0
5763,1.0,100,,0.0
18735,1.0,100,,0.0
25069,1.0,100,,0.0
19614,1.0,100,,0.0
19618,1.0,100,,0.0
10530,1.0,100,,0.0
16763,1.0,100,,0.0
26369,1.0,100,,0.0
16952,1.0,100,,0.0
24166,1.0,100,,0.0
24342,1.0,100,,0.0
23507,1.0,100,,0.0
6122,1.0,100,,0.0
25966,1.0,100,,0.0
6205,1.0,100,,0.0
20324,1.0,100,,0.0
19667,1.0,100,,0.0
10945,1.0,100,,0.0
14398,1.0,100,,0.0
3500,1.0,100,,0.0
4105,1.0,100,,0.0
17909,1.0,100,,0.0
27298,1.0,100,,0.0
6849,1.0,100,,0.0
27093,1.0,100,,0.0
9317,1.0,100,,0.0
32074,1.0,100,,0.0
2235,1.0,100,,0.0
27601,1.0,100,,0.0
13697,1.0,100,,0.0
3648,1.0,100,,0.0
8009,1.0,100,,0.0
27287,1.0,100,,0.0
20904,1.0,100,,0.0
3462,1.0,100,,0.0
20736,1.0,100,,0.0
17990,1.0,100,,0.0
3113,1.0,100,,0.0
23058,1.0,100,,0.0
1664,1.0,100,,0.0
20005,1.0,100,,0.0
16906,1.0,100,,0.0
16336,1.0,100,,0.0
26268,1.0,100,,0.0
12046,1.0,100,,0.0
17216,1.0,100,,0.0
3619,1.0,100,,0.0
28488,1.0,100,,0.0
5537,1.0,100,,0.0
16642,1.0,100,,0.0
18938,1.0,100,,0.0
2086,1.0,100,,0.0
14470,1.0,100,,0.0
9739,1.0,100,,0.0
26470,1.0,100,,0.0
19574,1.0,100,,0.0
8128,1.0,100,,0.0
14462,1.0,100,,0.0
30083,1.0,100,,0.0
16298,1.0,100,,0.0
640,1.0,100,,0.0
21662,1.0,100,,0.0
11290,1.0,100,,0.0
25898,1.0,100,,0.0
23041,1.0,100,,0.0
15210,1.0,100,,0.0
8734,1.0,100,,0.0
12389,1.0,100,,0.0
22893,1.0,100,,0.0
26925,1.0,100,,0.0
10942,1.0,100,,0.0
16537,1.0,100,,0.0
9067,1.0,100,,0.0
21627,1.0,100,,0.0
20610,1.0,100,,0.0
13432,1.0,100,,0.0
7344,1.0,100,,0.0
638,1.0,100,,0.0
33653,1.0,100,,0.0
6940,1.0,100,,0.0
18311,1.0,100,,0.0
163,1.0,100,,0.0
26077,1.0,100,,0.0
29378,1.0,100,,0.0
24329,1.0,100,,0.0
19951,1.0,100,,0.0
10094,1.0,100,,0.0
19277,1.0,100,,0.0
8681,1.0,100,,0.0
12697,1.0,100,,0.0
34173,1.0,100,,0.0
7725,1.0,100,,0.0
20674,1.0,100,,0.0
16305,1.0,100,,0.0
26341,1.0,100,,0.0
25087,1.0,100,,0.0
27098,1.0,100,,0.0
28744,1.0,100,,0.0
26367,1.0,100,,0.0
10795,1.0,100,,0.0
19409,1.0,100,,0.0
19835,1.0,100,,0.0
6173,1.0,100,,0.0
20345,1.0,100,,0.0
7032,1.0,100,,0.0
2112,1.0,100,,0.0
20888,1.0,100,,0.0
9909,1.0,100,,0.0
17094,1.0,100,,0.0
2257,1.0,100,,0.0
16089,1.0,100,,0.0
19646,1.0,100,,0.0
4303,1.0,100,,0.0
14594,1.0,100,,0.0
19975,1.0,100,,0.0
2557,1.0,100,,0.0
5579,1.0,100,,0.0
16270,1.0,100,,0.0
19359,1.0,100,,0.0
18362,1.0,100,,0.0
11075,1.0,100,,0.0
17995,1.0,100,,0.0
23333,1.0,100,,0.0
23506,1.0,100,,0.0
6972,1.0,100,,0.0
15449,1.0,100,,0.0
2757,1.0,100,,0.0
8957,1.0,100,,0.0
13958,1.0,100,,0.0
17591,1.0,100,,0.0
26504,1.0,100,,0.0
18804,1.0,100,,0.0
26916,1.0,100,,0.0
21336,1.0,100,,0.0
9773,1.0,100,,0.0
15200,1.0,100,,0.0
17031,1.0,100,,0.0
12773,1.0,100,,0.0
24331,1.0,100,,0.0
14932,1.0,100,,0.0
4163,1.0,100,,0.0
24218,1.0,100,,0.0
26720,1.0,100,,0.0
8600,1.0,100,,0.0
19501,1.0,100,,0.0
11848,1.0,100,,0.0
3567,1.0,100,,0.0
19971,1.0,100,,0.0
5635,1.0,100,,0.0
7860,1.0,100,,0.0
4008,1.0,100,,0.0
3922,1.0,100,,0.0
23042,1.0,100,,0.0
26195,1.0,100,,0.0
8232,1.0,100,,0.0
34414,1.0,100,,0.0
300,1.0,100,,0.0
15169,1.0,100,,0.0
15573,1.0,100,,0.0
6602,1.0,100,,0.0
12705,1.0,100,,0.0
21497,1.0,100,,0.0
9472,1.0,100,,0.0
9342,1.0,100,,0.0
17131,1.0,100,,0.0
16773,1.0,100,,0.0
2452,1.0,100,,0.0
15502,1.0,100,,0.0
1530,1.0,100,,0.0
34243,1.0,100,,0.0
19820,1.0,100,,0.0
4145,1.0,100,,0.0
7999,1.0,100,,0.0
26205,1.0,100,,0.0
6927,1.0,100,,0.0
27127,1.0,100,,0.0
32985,1.0,100,,0.0
26401,1.0,100,,0.0
17584,1.0,100,,0.0
22691,1.0,100,,0.0
16199,1.0,100,,0.0
21117,1.0,100,,0.0
16886,1.0,100,,0.0
23970,1.0,100,,0.0
32910,1.0,100,,0.0
2064,1.0,100,,0.0
24504,1.0,100,,0.0
17874,1.0,100,,0.0
16831,1.0,100,,0.0
8695,1.0,100,,0.0
17424,1.0,100,,0.0
10124,1.0,100,,0.0
27632,1.0,100,,0.0
15396,1.0,100,,0.0
3871,1.0,100,,0.0
18770,1.0,100,,0.0
1149,1.0,100,,0.0
20577,1.0,100,,0.0
15516,1.0,100,,0.0
15893,1.0,100,,0.0
7247,1.0,100,,0.0
2826,1.0,100,,0.0
1492,1.0,100,,0.0
18260,1.0,100,,0.0
1188,1.0,100,,0.0
20875,1.0,100,,0.0
1112,1.0,100,,0.0
18262,1.0,100,,0.0
25119,1.0,100,,0.0
9174,1.0,100,,0.0
16344,1.0,100,,0.0
6123,1.0,100,,0.0
14276,1.0,100,,0.0
6661,1.0,100,,0.0
23407,1.0,100,,0.0
10240,1.0,100,,0.0
9560,1.0,100,,0.0
15628,1.0,100,,0.0
2176,1.0,100,,0.0
28345,1.0,100,,0.0
23097,1.0,100,,0.0
21327,1.0,100,,0.0
6498,1.0,100,,0.0
7982,1.0,100,,0.0
13292,1.0,100,,0.0
21501,1.0,100,,0.0
1969,1.0,100,,0.0
2366,1.0,100,,0.0
10763,1.0,100,,0.0
12774,1.0,100,,0.0
5875,1.0,100,,0.0
10092,1.0,100,,0.0
8956,1.0,100,,0.0
3888,1.0,100,,0.0
32778,1.0,100,,0.0
25040,1.0,100,,0.0
20283,1.0,100,,0.0
16885,1.0,100,,0.0
11837,1.0,100,,0.0
6764,1.0,100,,0.0
2459,1.0,100,,0.0
2439,1.0,100,,0.0
14213,1.0,100,,0.0
30073,1.0,100,,0.0
11732,1.0,100,,0.0
20242,1.0,100,,0.0
1512,1.0,100,,0.0
24130,1.0,100,,0.0
25808,1.0,100,,0.0
33593,1.0,100,,0.0
3003,1.0,100,,0.0
23200,1.0,100,,0.0
3180,1.0,100,,0.0
1269,1.0,100,,0.0
15866,1.0,100,,0.0
266,1.0,100,,0.0
6905,1.0,100,,0.0
4280,1.0,100,,0.0
15416,1.0,100,,0.0
9547,1.0,100,,0.0
23079,1.0,100,,0.0
9191,1.0,100,,0.0
3769,1.0,100,,0.0
15251,1.0,100,,0.0
20320,1.0,100,,0.0
23377,1.0,100,,0.0
9275,1.0,100,,0.0
11004,1.0,100,,0.0
25065,1.0,100,,0.0
23447,1.0,100,,0.0
23264,1.0,100,,0.0
1186,1.0,100,,0.0
2096,1.0,100,,0.0
19296,1.0,100,,0.0
6110,1.0,100,,0.0
12740,1.0,100,,0.0
10057,1.0,100,,0.0
11513,1.0,100,,0.0
24812,1.0,100,,0.0
26607,1.0,100,,0.0
18060,1.0,100,,0.0
20581,1.0,100,,0.0
6486,1.0,100,,0.0
1686,1.0,100,,0.0
20907,1.0,100,,0.0
24732,1.0,100,,0.0
25368,1.0,100,,0.0
18754,1.0,100,,0.0
10769,1.0,100,,0.0
26854,1.0,100,,0.0
16288,1.0,100,,0.0
6832,1.0,100,,0.0
17407,1.0,100,,0.0
17091,1.0,100,,0.0
23949,1.0,100,,0.0
1082,1.0,100,,0.0
18344,1.0,100,,0.0
8705,1.0,100,,0.0
3275,1.0,100,,0.0
18051,1.0,100,,0.0
6543,1.0,100,,0.0
20874,1.0,100,,0.0
7439,1.0,100,,0.0
13683,1.0,100,,0.0
13465,1.0,100,,0.0
16774,1.0,100,,0.0
16801,1.0,100,,0.0
24957,1.0,100,,0.0
15330,1.0,100,,0.0
1301,1.0,100,,0.0
7071,1.0,100,,0.0
4072,1.0,100,,0.0
19756,1.0,100,,0.0
23235,1.0,100,,0.0
28502,1.0,100,,0.0
14178,1.0,100,,0.0
7121,1.0,100,,0.0
10293,1.0,100,,0.0
13256,1.0,100,,0.0
723,1.0,100,,0.0
18623,1.0,100,,0.0
17808,1.0,100,,0.0
16785,1.0,100,,0.0
23441,1.0,100,,0.0
721,1.0,100,,0.0
30276,1.0,100,,0.0
15943,1.0,100,,0.0
3920,1.0,100,,0.0
15791,1.0,100,,0.0
12257,1.0,100,,0.0
27787,1.0,100,,0.0
25510,1.0,100,,0.0
89,1.0,100,,0.0
20390,1.0,100,,0.0
3903,1.0,100,,0.0
919,1.0,100,,0.0
8024,1.0,100,,0.0
4390,1.0,100,,0.0
20118,1.0,100,,0.0
25883,1.0,100,,0.0
27371,1.0,100,,0.0
3968,1.0,100,,0.0
8604,1.0,100,,0.0
27675,1.0,100,,0.0
16833,1.0,100,,0.0
27174,1.0,100,,0.0
19379,1.0,100,,0.0
17712,1.0,100,,0.0
1299,1.0,100,,0.0
10187,1.0,100,,0.0
22971,1.0,100,,0.0
1576,1.0,100,,0.0
559,1.0,100,,0.0
29395,1.0,100,,0.0
17152,1.0,100,,0.0
11035,1.0,100,,0.0
22797,1.0,100,,0.0
16919,1.0,100,,0.0
